title|sub_category-name|company-name|description|personal_or_group|is_allowed_one_day|price_of_one_day|count_of_week|count_of_month|price_of_month|preparation|maximum_number_of_enrollment|curriculum_in_first_week|curriculum_in_second_week|curriculum_in_third_week|curriculum_in_fourth_week|curriculum_in_fifth_week|dayOfWeek|startTime|duration
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 11비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|15비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|15비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|23비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|19:00:00,19:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 12비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|16비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|16비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|24비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|20:00:00,20:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 13비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|17비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|17비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|25비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Mon,Wed|21:00:00,21:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 14비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|18비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|18비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|26비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|13:00:00,13:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 15비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|19비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|19비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|27비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|14:00:00,14:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 16비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|20비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|20비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|28비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|15:00:00,15:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 17비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|21비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|21비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|29비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|16:00:00,16:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 18비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|22비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|22비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|30비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|17:00:00,17:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 19비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|23비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|23비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|31비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|18:00:00,18:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 20비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|24비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|24비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|32비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|19:00:00,19:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 21비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|25비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|25비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|33비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|20:00:00,20:00:00|0:30:00
나도 할 수 있다! 재밌는 드럼연주! 개인강습 주 2회|drum|매치스튜디오||personal|FALSE|15000|2|8|185000||1|드럼 기본자세(스틱잡은자세). 22비트 리듬 스트로크 배우기,기본적인 리듬배우고 익히기|26비트리듬 배우기.  스네어, 하이 햇,발 베이스로 드럼 연주해보기,라이드,크래쉬 이해하고 따라 해보기|26비트 리듬을 바탕으로한 간단한 곡 연주해보기 예제 ) Let It Be 등의 간단한 가요나 팝|34비트리듬 배우고 익히기 ,연주해보기 예제) 사람이 꽃보다 아름다워,Knockin’ On Heaven’s Door 등의 가요나 팝,락 등||Tue, Thu|21:00:00,21:00:00|0:30:00
우쿨렐레 로코망고 그룹레슨 완전 초보반|ukulele|로코망고|"그룹레슨의 가장 첫단계!
우쿨렐레가 없다고 망설이지 마시고 문을 두드리세요. 수업시간에 한하여 우쿨렐레를 대여해 드립니다.
수업에 못 나오실 경우 교차수업및 보강이 가능하며 로코망고에서 우쿨렐레를 구매하실경우 수강생 혜택으로 10%할인된 가격에 구매가 가능합니다.

"|group|FALSE|30000|1|4|100000|수업시간에 한하여 우쿨렐레 대여 가능, 수업자료 제공|8|"하와이의 미니기타 우쿨렐레란?
-우쿨렐레의 부분별 명칭, 연주자세와 튜닝법, 우쿨렐레 기본음계 익히기
-'4비트 리듬'배우기 /첫주부터 연주가 되는 신비한 나의 능력을 찾아보자!(You are my Sunshine)"|"코드잡기(C,C7,F,G7)가 기타보다 이렇게 쉬울수가!
-'8비트 리듬' 배우기/ 우쿨렐레만의 오른손 Strum을 익혀보자!
-다양한 코드의 출현!(Em,Am,D7,G7sus4)
(You are my sunshine,제주도 푸른밤)"|"정말 3주차에 나도 멋진 연주를 할 수 있을까?
-'Calypso 리듬' 배우기/제주도 푸른밤 더욱 멋지게 연주!
-Syncopation(당깅음) 이해(가을이 오면)"|"대망의 4주차!
-'shuffle 리듬' 배우기 / 앞서 배운 모든곡들 리듬 넣어 자유롭게 연주!
-'내가 칠 수 있는 곡이 이렇게나 많아?' Money Chord(C-G-Am-F)응용 (jason Mraz - I'm yours)"||Mon|19:00|2:00:00
우쿨렐레 로코망고 그룹레슨 완전 초보반|ukulele|로코망고|"그룹레슨의 가장 첫단계!
우쿨렐레가 없다고 망설이지 마시고 문을 두드리세요. 수업시간에 한하여 우쿨렐레를 대여해 드립니다.
수업에 못 나오실 경우 교차수업및 보강이 가능하며 로코망고에서 우쿨렐레를 구매하실경우 수강생 혜택으로 10%할인된 가격에 구매가 가능합니다.

"|group|FALSE|30000|1|4|100000|수업시간에 한하여 우쿨렐레 대여 가능, 수업자료 제공|8|"하와이의 미니기타 우쿨렐레란?
-우쿨렐레의 부분별 명칭, 연주자세와 튜닝법, 우쿨렐레 기본음계 익히기
-'4비트 리듬'배우기 /첫주부터 연주가 되는 신비한 나의 능력을 찾아보자!(You are my Sunshine)"|"코드잡기(C,C7,F,G7)가 기타보다 이렇게 쉬울수가!
-'8비트 리듬' 배우기/ 우쿨렐레만의 오른손 Strum을 익혀보자!
-다양한 코드의 출현!(Em,Am,D7,G7sus4)
(You are my sunshine,제주도 푸른밤)"|"정말 3주차에 나도 멋진 연주를 할 수 있을까?
-'Calypso 리듬' 배우기/제주도 푸른밤 더욱 멋지게 연주!
-Syncopation(당깅음) 이해(가을이 오면)"|"대망의 4주차!
-'shuffle 리듬' 배우기 / 앞서 배운 모든곡들 리듬 넣어 자유롭게 연주!
-'내가 칠 수 있는 곡이 이렇게나 많아?' Money Chord(C-G-Am-F)응용 (jason Mraz - I'm yours)"||Mon|20:30|2:00:00
우쿨렐레 로코망고 그룹레슨 완전 초보반|ukulele|로코망고|"그룹레슨의 가장 첫단계!
우쿨렐레가 없다고 망설이지 마시고 문을 두드리세요. 수업시간에 한하여 우쿨렐레를 대여해 드립니다.
수업에 못 나오실 경우 교차수업및 보강이 가능하며 로코망고에서 우쿨렐레를 구매하실경우 수강생 혜택으로 10%할인된 가격에 구매가 가능합니다.

"|group|FALSE|30000|1|4|100000|수업시간에 한하여 우쿨렐레 대여 가능, 수업자료 제공|8|"하와이의 미니기타 우쿨렐레란?
-우쿨렐레의 부분별 명칭, 연주자세와 튜닝법, 우쿨렐레 기본음계 익히기
-'4비트 리듬'배우기 /첫주부터 연주가 되는 신비한 나의 능력을 찾아보자!(You are my Sunshine)"|"코드잡기(C,C7,F,G7)가 기타보다 이렇게 쉬울수가!
-'8비트 리듬' 배우기/ 우쿨렐레만의 오른손 Strum을 익혀보자!
-다양한 코드의 출현!(Em,Am,D7,G7sus4)
(You are my sunshine,제주도 푸른밤)"|"정말 3주차에 나도 멋진 연주를 할 수 있을까?
-'Calypso 리듬' 배우기/제주도 푸른밤 더욱 멋지게 연주!
-Syncopation(당깅음) 이해(가을이 오면)"|"대망의 4주차!
-'shuffle 리듬' 배우기 / 앞서 배운 모든곡들 리듬 넣어 자유롭게 연주!
-'내가 칠 수 있는 곡이 이렇게나 많아?' Money Chord(C-G-Am-F)응용 (jason Mraz - I'm yours)"||Thu|19:00|2:00:00
우쿨렐레 로코망고 그룹레슨 완전 초보반|ukulele|로코망고|"그룹레슨의 가장 첫단계!
우쿨렐레가 없다고 망설이지 마시고 문을 두드리세요. 수업시간에 한하여 우쿨렐레를 대여해 드립니다.
수업에 못 나오실 경우 교차수업및 보강이 가능하며 로코망고에서 우쿨렐레를 구매하실경우 수강생 혜택으로 10%할인된 가격에 구매가 가능합니다.

"|group|FALSE|30000|1|4|100000|수업시간에 한하여 우쿨렐레 대여 가능, 수업자료 제공|8|"하와이의 미니기타 우쿨렐레란?
-우쿨렐레의 부분별 명칭, 연주자세와 튜닝법, 우쿨렐레 기본음계 익히기
-'4비트 리듬'배우기 /첫주부터 연주가 되는 신비한 나의 능력을 찾아보자!(You are my Sunshine)"|"코드잡기(C,C7,F,G7)가 기타보다 이렇게 쉬울수가!
-'8비트 리듬' 배우기/ 우쿨렐레만의 오른손 Strum을 익혀보자!
-다양한 코드의 출현!(Em,Am,D7,G7sus4)
(You are my sunshine,제주도 푸른밤)"|"정말 3주차에 나도 멋진 연주를 할 수 있을까?
-'Calypso 리듬' 배우기/제주도 푸른밤 더욱 멋지게 연주!
-Syncopation(당깅음) 이해(가을이 오면)"|"대망의 4주차!
-'shuffle 리듬' 배우기 / 앞서 배운 모든곡들 리듬 넣어 자유롭게 연주!
-'내가 칠 수 있는 곡이 이렇게나 많아?' Money Chord(C-G-Am-F)응용 (jason Mraz - I'm yours)"||Thu|20:30|2:00:00
우쿨렐레 로코망고 그룹레슨 완전 초보반|ukulele|로코망고|"그룹레슨의 가장 첫단계!
우쿨렐레가 없다고 망설이지 마시고 문을 두드리세요. 수업시간에 한하여 우쿨렐레를 대여해 드립니다.
수업에 못 나오실 경우 교차수업및 보강이 가능하며 로코망고에서 우쿨렐레를 구매하실경우 수강생 혜택으로 10%할인된 가격에 구매가 가능합니다.

"|group|FALSE|30000|1|4|100000|수업시간에 한하여 우쿨렐레 대여 가능, 수업자료 제공|8|"하와이의 미니기타 우쿨렐레란?
-우쿨렐레의 부분별 명칭, 연주자세와 튜닝법, 우쿨렐레 기본음계 익히기
-'4비트 리듬'배우기 /첫주부터 연주가 되는 신비한 나의 능력을 찾아보자!(You are my Sunshine)"|"코드잡기(C,C7,F,G7)가 기타보다 이렇게 쉬울수가!
-'8비트 리듬' 배우기/ 우쿨렐레만의 오른손 Strum을 익혀보자!
-다양한 코드의 출현!(Em,Am,D7,G7sus4)
(You are my sunshine,제주도 푸른밤)"|"정말 3주차에 나도 멋진 연주를 할 수 있을까?
-'Calypso 리듬' 배우기/제주도 푸른밤 더욱 멋지게 연주!
-Syncopation(당깅음) 이해(가을이 오면)"|"대망의 4주차!
-'shuffle 리듬' 배우기 / 앞서 배운 모든곡들 리듬 넣어 자유롭게 연주!
-'내가 칠 수 있는 곡이 이렇게나 많아?' Money Chord(C-G-Am-F)응용 (jason Mraz - I'm yours)"||Sat|13:30|2:00:00
우쿨렐레 로코망고 그룹레슨 덜 초보반|ukulele|로코망고|이전 단계에서 배운것들을 리뷰하며 시작하며, 연주곡의 합주도 병행하여 학습합니다.|group|FALSE|30000|1|4|100000|수업시간에 한하여 우쿨렐레 대여 가능, 수업자료 제공|8|"새싹에서 배웠던 것들을 Review해 보자!
-이제부터 나도 연주곡이다! 합주에 도전!
-'Tab 악보'의 이해, 앙상블의 이해(센과 치히로의 행방불명 ost - 언제나 몇번이라도)"|"앙상블곡의 코드도 진행해 보자!
-새로운 기술'Roll Strum'배우기
-You are my Sunshine응용!Am진행으로 불러보자!(언제나 몇번이라도 코드진행,Tab악보 복습)"|"정말 나도 합주를 할 수 있을까? 파트별로 다 같이 합주해보자!
-언제나 몇번이라도(1st,2nd,3rd)
-'16 비트 리듬' 배우기
(Israel kamakawiwo'Ole(IZ)-Somewhere Over the Rainbow"|"나도 이제 연주자의 티가 나는구나!
-마지막으로 배웠던 것들을 총정리 해보자!
-새로운 기술'Chunk(Cutting,Brushing)' 배우기 (Nat King Cole -L-O-V-E)"||Tue|19:00:00|2:00:00
